57    //número de nós incluindo o deposito
 
9 //número de veículos
 
 
0.00 64.62 94.53 40.00 79.40 52.00 36.72 114.56 89.11 41.00 37.01 90.52 56.65 95.71 116.93 95.57 96.33 37.80 49.04 95.88 100.69 55.66 32.53 97.42 99.25 92.96 103.16 51.48 67.01 59.68 53.34 35.34 33.02 63.60 94.56 82.04 59.68 93.01 57.57 101.60 59.62 60.42 81.01 68.01 92.14 63.64 63.07 55.01 64.88 55.44 79.06 91.27 84.20 49.01 65.19 38.08 86.13 
64.62 0.00 36.77 36.88 36.88 12.65 42.76 61.35 47.20 25.00 31.02 27.02 8.06 34.53 59.94 33.06 39.40 55.76 16.40 32.14 40.22 9.90 37.01 49.58 51.24 31.40 60.88 46.84 34.67 11.40 19.31 29.41 41.11 6.08 30.41 33.02 11.40 29.15 8.60 43.01 48.27 5.10 32.65 6.40 43.19 15.30 46.67 11.05 7.62 17.72 61.85 43.84 27.89 27.31 19.65 27.46 69.64 
94.53 36.77 0.00 73.38 65.30 47.07 79.12 73.35 24.74 54.01 66.29 16.55 42.20 8.00 67.27 12.04 2.83 72.01 47.17 17.12 48.27 41.59 72.18 19.24 71.18 9.49 31.78 56.30 68.25 47.85 41.19 62.20 76.90 33.96 19.42 58.60 47.85 17.72 39.62 7.07 84.06 41.79 17.03 30.68 15.13 31.02 81.84 47.43 42.54 39.12 94.79 17.26 49.09 46.32 29.43 61.66 101.83 
40.00 36.88 73.38 0.00 39.60 26.83 6.00 75.07 78.82 28.02 10.30 63.39 31.38 71.39 78.24 69.72 75.89 55.33 29.21 68.18 64.08 32.65 9.06 83.73 59.41 68.25 93.48 57.78 27.02 27.02 38.95 18.79 7.07 39.56 66.07 43.01 27.02 65.19 34.44 79.81 23.02 31.78 65.86 42.72 77.41 45.28 25.18 25.96 33.02 39.82 43.01 77.52 47.01 41.40 49.09 15.81 51.01 
79.40 36.88 65.30 39.60 0.00 40.20 44.05 35.61 82.29 52.39 43.57 49.50 40.01 59.40 39.81 55.90 68.12 85.87 46.27 51.86 31.14 43.01 47.01 82.38 19.85 56.59 94.67 81.15 13.04 29.02 54.01 49.24 46.67 42.95 49.04 7.62 29.02 49.58 43.10 69.30 29.43 35.13 67.54 42.06 76.32 52.17 25.18 35.13 29.43 53.08 30.89 77.52 17.49 61.07 56.52 45.19 37.01 
52.00 12.65 47.07 26.83 40.20 0.00 32.31 69.77 52.50 13.60 19.24 39.32 5.00 46.04 69.63 45.04 49.48 46.62 6.08 44.55 50.93 5.83 25.18 56.94 57.57 43.01 67.01 41.01 33.73 11.40 14.87 16.76 29.83 13.15 42.95 38.60 11.40 41.59 7.62 53.76 43.01 8.60 39.12 17.00 50.61 18.60 42.54 5.10 14.21 14.76 59.62 50.77 36.36 21.02 22.67 15.03 67.78 
36.72 42.76 79.12 6.00 44.05 32.31 0.00 79.65 83.76 31.83 14.21 69.35 37.00 77.28 83.22 75.66 81.61 56.29 34.13 74.17 69.64 38.08 10.30 89.01 63.70 74.15 98.48 60.42 31.14 33.02 43.60 22.02 5.10 45.22 72.06 48.02 33.02 71.18 39.92 85.62 23.54 37.66 71.12 48.51 82.73 50.54 26.57 31.78 39.01 44.65 43.57 82.76 52.55 45.28 54.20 19.85 51.24 
114.56 61.35 73.35 75.07 35.61 69.77 79.65 0.00 96.33 83.24 77.99 57.43 67.62 65.51 9.43 61.39 75.71 116.30 75.58 56.29 25.18 70.38 82.04 92.57 16.55 63.95 105.12 108.16 48.60 58.67 80.65 82.42 82.13 66.76 53.94 32.65 58.67 55.73 69.64 74.04 63.07 62.24 83.01 63.79 87.82 74.95 58.60 64.88 55.95 79.06 55.44 89.68 33.62 88.60 78.45 78.60 57.01 
89.11 47.20 24.74 78.82 82.29 52.50 83.76 96.33 0.00 53.23 69.64 39.01 48.80 32.56 91.00 36.35 23.41 58.69 49.65 41.19 71.18 46.75 74.79 10.30 91.92 33.14 14.76 41.59 81.84 58.26 40.31 63.06 80.26 41.87 43.05 76.69 58.26 41.01 45.28 28.18 94.79 51.09 14.76 41.05 9.85 33.97 93.61 55.15 54.64 39.12 109.04 7.62 68.31 41.11 29.83 64.14 116.76 
41.00 25.00 54.01 28.02 52.39 13.60 31.83 83.24 53.23 0.00 17.80 49.65 17.03 54.74 83.23 54.57 56.01 33.53 8.60 55.03 64.44 15.26 22.02 59.77 70.58 51.97 67.98 30.81 44.01 24.60 13.34 10.00 27.66 22.85 53.85 51.62 24.60 52.20 17.00 61.03 49.04 21.93 42.20 27.31 53.85 23.00 49.73 18.36 27.80 15.13 67.68 53.45 49.93 13.45 25.32 12.21 75.93 
37.01 31.02 66.29 10.30 43.57 19.24 14.21 77.99 69.64 17.80 0.00 58.03 24.19 65.19 79.98 64.01 68.66 46.01 20.12 63.13 63.81 24.74 6.00 75.15 63.25 62.13 84.38 47.54 32.31 23.41 29.41 8.54 10.77 32.39 61.29 45.34 23.41 60.13 26.68 72.99 32.56 26.08 57.27 36.12 68.94 36.77 34.06 20.10 29.12 30.53 52.15 68.88 47.20 31.24 40.25 5.66 60.30 
90.52 27.02 16.55 63.39 49.50 39.32 69.35 57.43 39.01 49.65 58.03 0.00 34.37 9.90 52.01 6.71 19.24 74.52 41.48 5.39 32.25 34.93 64.03 35.44 54.63 7.21 48.08 60.96 53.85 36.50 38.95 55.90 68.03 26.93 5.00 42.52 36.50 2.83 32.98 19.80 70.68 32.00 26.68 22.56 30.41 28.84 68.00 38.00 30.59 36.72 79.65 32.25 32.80 46.04 29.73 54.33 86.37 
56.65 8.06 42.20 31.38 40.01 5.00 37.00 67.62 48.80 17.03 24.19 34.37 0.00 41.05 66.89 40.05 44.64 48.76 8.49 39.62 47.63 3.00 30.15 52.70 56.29 38.01 63.13 41.44 35.11 11.18 14.00 21.59 34.71 8.25 38.08 37.48 11.18 36.67 3.61 48.84 46.10 5.39 35.00 12.00 46.32 14.87 45.22 6.40 11.70 13.15 61.72 46.62 34.01 21.38 19.21 20.02 69.78 
95.71 34.53 8.00 71.39 59.40 46.04 77.28 65.51 32.56 54.74 65.19 9.90 41.05 0.00 59.30 4.12 10.20 76.01 47.17 9.22 40.52 41.01 71.18 27.17 63.95 3.16 39.62 61.07 63.51 44.92 42.72 62.07 75.54 33.00 11.70 52.40 44.92 10.30 39.01 9.90 80.06 39.62 23.02 29.07 23.09 32.28 77.52 45.54 39.22 40.52 89.50 25.18 42.64 48.85 31.78 61.01 96.26 
116.93 59.94 67.27 78.24 39.81 69.63 83.22 9.43 91.00 83.23 79.98 52.01 66.89 59.30 0.00 55.23 69.46 115.60 75.17 50.16 20.62 69.46 84.50 86.47 23.09 58.08 98.86 106.23 52.77 59.03 79.16 83.55 85.21 64.88 48.04 35.23 59.03 50.01 68.48 67.27 68.62 61.59 78.31 61.47 82.10 72.45 64.20 65.00 55.47 77.39 63.03 84.05 33.42 87.21 75.58 79.93 65.28 
95.57 33.06 12.04 69.72 55.90 45.04 75.66 61.39 36.35 54.57 64.01 6.71 40.05 4.12 55.23 0.00 14.32 77.42 46.69 5.10 36.40 40.31 70.01 31.26 59.94 3.61 43.74 62.97 60.54 42.95 43.08 61.40 74.17 32.25 7.62 48.80 42.95 6.40 38.33 13.60 77.39 38.12 25.94 28.07 27.02 32.70 74.71 44.10 37.11 40.85 86.21 29.07 38.95 49.65 32.76 60.07 92.85 
96.33 39.40 2.83 75.89 68.12 49.48 81.61 75.71 23.41 56.01 68.66 19.24 44.64 10.20 69.46 14.32 0.00 72.92 49.37 19.42 50.70 43.93 74.53 17.03 73.82 12.08 29.43 56.94 71.06 50.54 43.05 64.38 79.31 36.40 21.84 61.40 50.54 20.25 41.98 5.83 86.82 44.38 17.49 33.24 13.60 33.02 84.63 49.98 45.28 41.01 97.62 15.81 51.87 47.85 31.14 63.95 104.66 
37.80 55.76 72.01 55.33 85.87 46.62 56.29 116.30 58.69 33.53 46.01 74.52 48.76 76.01 115.60 77.42 72.92 0.00 40.72 79.65 95.96 46.14 46.53 68.45 104.06 74.06 71.03 17.12 76.79 57.94 37.01 38.05 51.20 51.40 79.40 85.09 57.94 77.34 47.17 78.72 78.31 54.12 55.54 55.44 64.56 45.97 80.06 51.62 60.37 39.05 98.13 63.06 82.73 29.07 44.82 42.11 106.23 
49.04 16.40 47.17 29.21 46.27 6.08 34.13 75.58 49.65 8.60 20.12 41.48 8.49 47.17 75.17 46.69 49.37 40.72 0.00 46.84 56.08 6.71 25.63 55.04 63.60 44.28 64.35 35.00 39.46 17.46 10.00 15.03 30.87 14.56 45.54 44.64 17.46 43.97 8.54 54.08 47.51 13.60 37.16 18.97 48.85 16.76 47.42 11.18 19.72 10.63 64.85 48.75 42.06 15.13 20.12 14.87 73.05 
95.88 32.14 17.12 68.18 51.86 44.55 74.17 56.29 41.19 55.03 63.13 5.39 39.62 9.22 50.16 5.10 19.42 79.65 46.84 0.00 31.32 40.26 69.12 36.35 55.07 8.06 48.84 65.80 57.25 41.19 44.29 61.19 73.00 32.28 2.83 44.60 41.19 3.00 38.33 18.36 74.46 37.05 30.08 27.89 32.00 34.13 71.59 43.05 35.23 42.06 82.42 34.01 34.66 51.31 34.83 59.54 88.87 
100.69 40.22 48.27 64.08 31.14 50.93 69.64 25.18 71.18 64.44 63.81 32.25 47.63 40.52 20.62 36.40 50.70 95.96 56.08 31.32 0.00 50.00 68.96 67.47 25.46 38.83 80.05 85.91 42.19 41.23 59.17 66.07 70.68 44.78 28.86 24.00 41.23 30.59 48.83 49.40 60.03 42.52 58.03 41.15 62.65 52.00 56.00 46.69 36.77 57.31 60.73 64.50 17.09 67.23 55.03 62.80 65.39 
55.66 9.90 41.59 32.65 43.01 5.83 38.08 70.38 46.75 15.26 24.74 34.93 3.00 41.01 69.46 40.31 43.93 46.14 6.71 40.26 50.00 0.00 30.59 51.11 59.23 38.05 61.22 38.47 37.95 14.14 11.00 21.10 35.44 8.06 38.90 40.45 14.14 37.36 2.00 48.37 48.41 8.25 33.29 12.37 44.78 12.81 47.71 8.94 14.56 10.20 64.40 44.94 36.77 18.44 16.97 20.10 72.50 
32.53 37.01 72.18 9.06 47.01 25.18 10.30 82.04 74.79 22.02 6.00 64.03 30.15 71.18 84.50 70.01 74.53 46.53 25.63 69.12 68.96 30.59 0.00 80.62 66.84 68.12 89.55 50.12 34.99 29.12 34.48 12.04 5.66 38.33 67.27 49.52 29.12 66.12 32.56 78.92 32.00 32.06 62.77 42.11 74.46 42.38 34.23 26.08 34.93 35.78 52.04 74.32 52.15 35.38 45.69 10.77 60.00 
97.42 49.58 19.24 83.73 82.38 56.94 89.01 92.57 10.30 59.77 75.15 35.44 52.70 27.17 86.47 31.26 17.03 68.45 55.04 36.35 67.47 51.11 80.62 0.00 89.89 28.64 12.65 51.42 83.55 60.96 46.49 69.29 85.91 45.00 38.64 76.16 60.96 36.88 49.40 20.40 97.84 54.04 17.89 43.19 6.40 38.47 96.21 58.82 56.57 44.94 110.63 6.32 67.08 48.66 34.93 69.86 118.07 
99.25 51.24 71.18 59.41 19.85 57.57 63.70 16.55 91.92 70.58 63.25 54.63 56.29 63.95 23.09 59.94 73.82 104.06 63.60 55.07 25.46 59.23 66.84 89.89 0.00 61.74 102.53 97.67 32.56 46.17 70.04 68.48 66.48 57.14 52.35 18.97 46.17 53.67 58.86 73.43 46.52 50.99 77.67 55.00 84.43 66.03 42.05 52.50 44.72 68.73 40.00 86.02 24.08 77.67 70.00 64.50 42.76 
92.96 31.40 9.49 68.25 56.59 43.01 74.15 63.95 33.14 51.97 62.13 7.21 38.01 3.16 58.08 3.61 12.08 74.06 44.28 8.06 38.83 38.05 68.12 28.64 61.74 0.00 41.23 59.46 60.46 41.76 40.16 59.14 72.44 30.02 10.05 49.68 41.76 8.25 36.06 12.81 76.94 36.50 22.36 26.02 24.02 29.73 74.43 42.43 36.06 37.95 86.56 26.00 40.00 46.52 29.53 58.00 93.38 
103.16 60.88 31.78 93.48 94.67 67.01 98.48 105.12 14.76 67.98 84.38 48.08 63.13 39.62 98.86 43.74 29.43 71.03 64.35 48.84 80.05 61.22 89.55 12.65 102.53 41.23 0.00 54.00 95.27 72.14 55.07 77.83 95.02 55.87 51.20 88.59 72.14 49.48 59.67 32.00 108.90 65.05 28.28 54.56 18.36 48.41 107.52 69.43 68.12 53.85 122.44 17.20 79.62 55.71 44.41 78.89 130.00 
51.48 46.84 56.30 57.78 81.15 41.01 60.42 108.16 41.59 30.81 47.54 60.96 41.44 61.07 106.23 62.97 56.94 17.12 35.00 65.80 85.91 38.47 50.12 51.42 97.67 59.46 54.00 0.00 74.24 52.15 27.66 39.00 55.57 41.44 65.95 78.92 52.15 63.78 38.83 62.77 79.70 46.69 39.45 44.78 47.76 34.00 80.52 46.04 52.95 29.12 98.49 46.17 74.73 20.10 31.62 42.38 106.73 
67.01 34.67 68.25 27.02 13.04 33.73 31.14 48.60 81.84 44.01 32.31 53.85 35.11 63.51 52.77 60.54 71.06 76.79 39.46 57.25 42.19 37.95 34.99 83.55 32.56 60.46 95.27 74.24 0.00 24.17 48.51 39.05 34.06 40.31 54.56 18.44 24.17 54.59 38.63 73.24 18.11 31.30 67.20 40.80 77.23 49.19 14.56 29.12 27.20 48.08 27.20 78.10 26.08 54.59 53.67 34.93 34.99 
59.68 11.40 47.85 27.02 29.02 11.40 33.02 58.67 58.26 24.60 23.41 36.50 11.18 44.92 59.03 42.95 50.54 57.94 17.46 41.19 41.23 14.14 29.12 60.96 46.17 41.76 72.14 52.15 24.17 0.00 25.08 24.84 32.25 16.40 39.05 27.20 0.00 38.21 14.56 53.85 36.88 7.21 43.86 17.80 54.56 25.06 35.38 6.32 6.00 24.33 51.11 55.17 25.61 32.06 29.53 21.63 59.06 
53.34 19.31 41.19 38.95 54.01 14.87 43.60 80.65 40.31 13.34 29.41 38.95 14.00 42.72 79.16 43.08 43.05 37.01 10.00 44.29 59.17 11.00 34.48 46.49 70.04 40.16 55.07 27.66 48.51 25.08 0.00 22.85 39.96 14.42 43.57 51.35 25.08 41.68 11.18 48.26 57.45 19.10 28.86 18.44 40.52 10.44 57.25 19.42 25.32 2.24 74.46 40.16 47.13 8.06 12.04 23.85 82.64 
35.34 29.41 62.20 18.79 49.24 16.76 22.02 82.42 63.06 10.00 8.54 55.90 21.59 62.07 83.55 61.40 64.38 38.05 15.03 61.19 66.07 21.10 12.04 69.29 68.48 59.14 77.83 39.00 39.05 24.84 22.85 0.00 17.69 29.15 59.67 49.93 24.84 58.25 23.09 69.12 41.00 25.08 51.55 33.38 63.25 31.58 42.30 19.72 29.68 24.35 60.41 62.97 50.21 23.35 34.48 4.12 68.59 
33.02 41.11 76.90 7.07 46.67 29.83 5.10 82.13 80.26 27.66 10.77 68.03 34.71 75.54 85.21 74.17 79.31 51.20 30.87 73.00 70.68 35.44 5.66 85.91 66.48 72.44 95.02 55.57 34.06 32.25 39.96 17.69 0.00 42.95 71.03 50.00 32.25 70.00 37.36 83.55 28.28 36.06 68.03 46.53 79.71 47.54 31.05 30.07 38.21 41.18 48.37 79.62 53.67 41.04 50.99 16.12 56.14 
63.60 6.08 33.96 39.56 42.95 13.15 45.22 66.76 41.87 22.85 32.39 26.93 8.25 33.00 64.88 32.25 36.40 51.40 14.56 32.28 44.78 8.06 38.33 45.00 57.14 30.02 55.87 41.44 40.31 16.40 14.42 29.15 42.95 0.00 31.02 39.05 16.40 29.41 6.08 40.61 53.04 9.22 27.59 4.47 38.60 9.22 51.74 13.89 13.60 12.53 67.42 39.05 33.54 22.47 13.60 28.02 75.29 
94.56 30.41 19.42 66.07 49.04 42.95 72.06 53.94 43.05 53.85 61.29 5.00 38.08 11.70 48.04 7.62 21.84 79.40 45.54 2.83 28.86 38.90 67.27 38.64 52.35 10.05 51.20 65.95 54.56 39.05 43.57 59.67 71.03 31.02 0.00 41.77 39.05 2.24 37.00 21.10 71.87 35.23 31.32 26.57 34.06 33.60 68.94 41.19 33.06 41.34 79.63 36.01 31.83 50.80 34.66 57.87 86.05 
82.04 33.02 58.60 43.01 7.62 38.60 48.02 32.65 76.69 51.62 45.34 42.52 37.48 52.40 35.23 48.80 61.40 85.09 44.64 44.60 24.00 40.45 49.52 76.16 18.97 49.68 88.59 78.92 18.44 27.20 51.35 49.93 50.00 39.05 41.77 0.00 27.20 42.43 40.20 62.29 36.06 32.25 62.03 37.48 70.24 48.17 32.00 33.53 26.08 50.16 38.47 71.55 10.00 58.86 52.35 46.04 44.41 
59.68 11.40 47.85 27.02 29.02 11.40 33.02 58.67 58.26 24.60 23.41 36.50 11.18 44.92 59.03 42.95 50.54 57.94 17.46 41.19 41.23 14.14 29.12 60.96 46.17 41.76 72.14 52.15 24.17 0.00 25.08 24.84 32.25 16.40 39.05 27.20 0.00 38.21 14.56 53.85 36.88 7.21 43.86 17.80 54.56 25.06 35.38 6.32 6.00 24.33 51.11 55.17 25.61 32.06 29.53 21.63 59.06 
93.01 29.15 17.72 65.19 49.58 41.59 71.18 55.73 41.01 52.20 60.13 2.83 36.67 10.30 50.01 6.40 20.25 77.34 43.97 3.00 30.59 37.36 66.12 36.88 53.67 8.25 49.48 63.78 54.59 38.21 41.68 58.25 70.00 29.41 2.24 42.43 38.21 0.00 35.44 20.00 71.69 34.06 29.12 25.00 32.14 31.62 68.88 40.05 32.25 39.45 80.00 34.06 32.56 48.83 32.56 56.57 86.56 
57.57 8.60 39.62 34.44 43.10 7.62 39.92 69.64 45.28 17.00 26.68 32.98 3.61 39.01 68.48 38.33 41.98 47.17 8.54 38.33 48.83 2.00 32.56 49.40 58.86 36.06 59.67 38.83 38.63 14.56 11.18 23.09 37.36 6.08 37.00 40.20 14.56 35.44 0.00 46.39 49.68 8.00 31.62 10.44 43.05 11.31 48.83 10.00 14.14 10.00 65.30 43.27 36.06 18.97 15.62 22.09 73.35 
101.60 43.01 7.07 79.81 69.30 53.76 85.62 74.04 28.18 61.03 72.99 19.80 48.84 9.90 67.27 13.60 5.83 78.72 54.08 18.36 49.40 48.37 78.92 20.40 73.43 12.81 32.00 62.77 73.24 53.85 48.26 69.12 83.55 40.61 21.10 62.29 53.85 20.00 46.39 0.00 89.55 48.08 23.32 37.11 18.36 38.05 87.13 53.85 48.33 46.17 99.36 20.59 52.50 53.37 36.50 68.47 106.15 
59.62 48.27 84.06 23.02 29.43 43.01 23.54 63.07 94.79 49.04 32.56 70.68 46.10 80.06 68.62 77.39 86.82 78.31 47.51 74.46 60.03 48.41 32.00 97.84 46.52 76.94 108.90 79.70 18.11 36.88 57.45 41.00 28.28 53.04 71.87 36.06 36.88 71.69 49.68 89.55 0.00 43.86 80.62 54.67 91.44 60.96 4.47 39.70 41.62 57.69 20.10 92.02 44.18 61.74 65.30 37.36 28.00 
60.42 5.10 41.79 31.78 35.13 8.60 37.66 62.24 51.09 21.93 26.08 32.00 5.39 39.62 61.59 38.12 44.38 54.12 13.60 37.05 42.52 8.25 32.06 54.04 50.99 36.50 65.05 46.69 31.30 7.21 19.10 25.08 36.06 9.22 35.23 32.25 7.21 34.06 8.00 48.08 43.86 0.00 36.77 11.18 47.63 17.89 42.52 6.00 6.32 18.00 58.31 48.17 28.64 26.68 22.36 22.80 66.24 
81.01 32.65 17.03 65.86 67.54 39.12 71.12 83.01 14.76 42.20 57.27 26.68 35.00 23.02 78.31 25.94 17.49 55.54 37.16 30.08 58.03 33.29 62.77 17.89 77.67 22.36 28.28 39.45 67.20 43.86 28.86 51.55 68.03 27.59 31.32 62.03 43.86 29.12 31.62 23.32 80.62 36.77 0.00 26.40 11.70 20.59 79.25 41.23 40.00 27.20 94.40 11.66 53.85 32.00 17.09 52.00 102.08 
68.01 6.40 30.68 42.72 42.06 17.00 48.51 63.79 41.05 27.31 36.12 22.56 12.00 29.07 61.47 28.07 33.24 55.44 18.97 27.89 41.15 12.37 42.11 43.19 55.00 26.02 54.56 44.78 40.80 17.80 18.44 33.38 46.53 4.47 26.57 37.48 17.80 25.00 10.44 37.11 54.67 11.18 26.40 0.00 36.80 11.18 53.04 16.76 13.60 16.40 68.01 37.48 31.06 26.40 15.00 32.02 75.72 
92.14 43.19 15.13 77.41 76.32 50.61 82.73 87.82 9.85 53.85 68.94 30.41 46.32 23.09 82.10 27.02 13.60 64.56 48.85 32.00 62.65 44.78 74.46 6.40 84.43 24.02 18.36 47.76 77.23 54.56 40.52 63.25 79.71 38.60 34.06 70.24 54.56 32.14 43.05 18.36 91.44 47.63 11.70 36.80 0.00 32.20 89.83 52.43 50.21 38.90 104.35 2.24 61.33 43.19 28.79 63.69 111.83 
