151 //número de nós incluindo o deposito
 
12 //número de veículos
  
0.00 15.23 22.80 17.20 30.02 16.76 21.59 34.44 16.12 27.31 32.65 31.32 11.00 27.86 27.31 43.14 39.00 21.59 26.48 25.32 30.27 15.52 28.65 38.42 24.00 15.52 7.81 5.00 23.09 7.07 26.93 18.03 36.06 29.41 29.73 49.20 32.65 39.00 35.51 23.02 10.05 32.76 29.21 43.86 40.82 39.12 35.47 35.00 38.91 33.54 14.42 26.93 8.94 16.49 22.80 16.97 24.70 23.54 21.93 26.40 29.02 20.25 26.93 42.80 46.96 42.76 46.04 33.54 5.66 12.65 26.40 33.54 19.24 18.68 23.41 25.30 13.89 21.54 23.35 19.85 14.14 32.20 29.55 30.07 25.32 39.22 21.40 22.67 22.67 10.00 41.23 24.84 26.42 18.60 17.89 21.95 17.89 26.08 25.24 24.70 17.46 18.79 17.80 35.81 9.06 20.62 26.83 29.73 29.15 10.20 14.04 11.66 36.12 30.68 8.60 21.95 15.23 26.83 28.07 27.20 31.14 7.07 33.30 39.66 38.01 14.32 34.79 13.15 36.24 21.40 8.94 34.13 12.08 32.02 21.10 35.61 35.17 13.60 18.00 41.18 42.45 26.91 43.83 31.02 20.10 26.57 16.49 16.28 21.19 16.55 41.05 
15.23 0.00 37.74 20.40 35.23 21.47 24.21 25.02 20.88 12.08 18.60 21.93 14.87 31.24 39.32 50.61 41.73 24.21 21.93 14.87 18.87 30.68 43.83 53.25 33.11 30.68 19.00 10.82 31.38 8.60 11.70 3.00 26.91 30.15 28.64 36.67 18.60 41.73 50.61 37.34 25.00 43.42 38.90 51.88 45.45 34.79 27.02 23.09 29.15 22.47 14.14 12.04 6.32 28.43 34.41 31.62 37.12 37.01 26.93 30.81 27.46 27.31 12.04 28.28 38.90 31.30 40.00 48.75 10.20 2.83 23.09 22.47 34.21 33.84 38.63 40.50 19.31 26.68 22.20 21.02 23.32 20.62 21.10 26.83 26.17 41.11 31.78 32.28 9.49 14.56 26.91 32.70 31.91 26.57 24.17 28.18 24.17 32.25 31.76 28.60 31.06 14.32 17.00 21.21 23.54 23.60 18.11 14.56 21.40 22.63 28.86 8.94 34.48 33.24 7.07 37.12 11.31 31.62 27.20 42.19 28.46 9.90 20.62 28.16 28.16 13.60 19.65 8.06 29.21 23.02 22.09 20.22 11.40 46.87 31.38 31.30 20.22 28.79 27.78 45.34 49.74 34.93 49.20 15.81 34.23 39.12 14.14 19.72 14.32 29.70 37.00 
22.80 37.74 0.00 28.00 40.11 32.70 37.34 55.80 26.00 49.74 55.44 48.26 30.81 40.79 25.96 46.57 50.09 37.34 46.14 44.15 49.03 10.44 7.00 15.62 20.59 10.44 23.85 26.93 21.93 29.15 49.24 40.31 52.04 36.40 38.83 71.51 55.44 50.09 13.00 15.81 15.26 32.57 32.39 46.17 49.09 57.01 56.30 57.31 60.22 51.62 30.59 49.65 31.62 14.14 14.42 6.32 23.54 19.65 35.17 38.64 46.24 31.78 49.65 65.60 60.41 60.30 57.27 12.04 28.43 34.99 39.05 51.62 11.05 9.00 7.21 8.49 25.08 26.68 35.06 31.02 20.00 54.49 50.80 48.33 41.44 51.24 27.02 29.02 45.45 30.00 64.03 33.06 37.34 29.83 31.62 33.73 31.62 36.22 35.23 38.08 18.03 35.51 32.14 58.60 17.49 36.40 48.41 51.88 45.10 16.49 13.60 33.94 52.20 43.74 31.40 3.16 36.88 38.47 44.94 4.47 41.59 28.18 55.87 61.72 59.41 35.00 56.80 33.24 50.09 31.14 20.59 54.71 30.36 9.22 17.46 46.69 56.86 11.18 18.44 50.04 46.32 34.00 50.49 53.24 16.12 24.04 37.20 33.54 38.64 11.05 58.52 
17.20 20.40 28.00 0.00 47.17 33.54 38.08 45.28 2.00 29.15 38.08 20.62 26.93 44.72 43.01 60.21 55.90 38.08 40.31 18.03 22.36 26.93 35.00 41.23 14.14 26.93 25.00 14.87 12.04 15.30 28.30 21.19 24.08 12.21 12.81 56.65 38.08 55.90 40.31 36.25 23.85 49.04 45.97 60.83 57.98 53.46 47.10 43.42 49.50 24.35 6.32 30.87 18.11 14.14 17.89 22.09 40.22 38.08 38.95 43.42 44.38 37.44 30.87 46.65 32.76 32.56 30.46 40.01 18.97 18.11 11.18 24.35 31.02 29.41 32.56 34.53 3.61 6.32 7.28 3.16 8.00 41.00 41.05 44.72 41.44 55.95 38.18 39.62 29.83 26.00 45.65 42.01 43.57 35.81 34.99 39.12 34.99 43.27 42.44 41.59 32.45 9.22 5.00 39.82 24.21 37.16 38.05 30.00 17.26 12.65 27.29 24.33 51.66 47.42 19.24 29.15 28.28 43.91 43.68 32.06 14.76 13.34 40.80 48.51 48.51 28.86 33.97 12.37 22.20 4.24 25.46 29.41 9.06 35.51 13.89 19.70 33.24 25.08 10.77 58.31 59.55 44.05 61.03 31.40 34.00 41.88 30.59 32.70 12.21 17.03 55.58 
30.02 35.23 40.11 47.17 0.00 14.14 11.18 30.41 46.14 42.72 40.31 57.01 21.21 5.00 18.03 15.81 10.00 11.18 20.00 50.00 54.08 30.00 41.23 52.20 52.20 30.00 22.36 32.80 51.87 33.30 43.08 37.74 62.01 59.36 59.41 46.84 40.31 10.00 47.43 26.25 27.46 15.81 11.31 17.46 10.82 22.20 28.86 36.06 33.24 57.69 43.42 39.85 31.83 43.42 48.84 38.12 18.79 22.47 8.49 4.47 14.32 9.85 39.85 49.00 73.88 66.37 74.25 43.66 29.07 34.83 55.32 57.69 29.27 31.14 34.71 35.17 43.91 51.43 52.80 49.65 43.46 34.00 27.02 17.46 11.05 11.18 13.15 11.18 33.84 21.93 47.00 7.07 3.61 11.70 12.21 8.06 12.21 4.12 5.10 6.71 22.09 46.69 47.01 44.28 25.71 11.66 27.07 45.88 55.97 38.28 27.02 26.40 15.62 5.83 30.41 37.22 24.19 3.61 13.15 42.58 60.44 34.83 37.01 37.66 32.98 21.63 50.29 39.60 63.70 51.31 23.09 54.13 40.46 47.07 48.76 64.44 51.87 30.07 46.49 11.18 14.87 6.71 14.14 46.49 24.52 19.72 21.47 15.62 48.10 41.77 22.67 
16.76 21.47 32.70 33.54 14.14 0.00 5.00 25.00 32.70 30.41 30.41 43.01 7.07 11.18 20.62 29.15 22.36 5.00 14.14 36.06 40.31 22.36 36.06 47.17 40.31 22.36 10.00 18.87 39.62 19.21 30.59 24.17 48.01 45.65 45.49 41.88 30.41 22.36 43.01 23.43 17.72 23.02 18.11 30.41 24.84 24.35 24.76 28.64 29.07 43.91 29.41 28.07 17.69 32.02 38.01 28.86 19.31 21.10 5.66 10.00 13.60 6.08 28.07 40.26 59.82 52.77 60.11 39.82 15.00 20.81 41.23 43.91 23.60 24.70 29.41 30.61 30.46 38.28 38.83 35.85 30.81 26.00 20.25 15.65 9.06 22.47 12.37 12.04 22.02 7.81 38.33 11.40 10.63 6.08 3.00 6.71 3.00 10.82 10.30 8.06 16.97 32.56 33.02 34.37 15.52 4.00 18.79 33.54 41.87 26.17 19.24 12.53 20.10 13.93 16.28 30.41 11.18 10.63 12.37 36.24 46.40 20.81 28.46 31.91 28.43 8.25 38.33 25.46 49.58 37.59 12.37 41.11 26.40 41.18 37.12 50.33 39.62 21.54 34.37 25.00 28.30 13.60 28.28 34.37 20.52 21.19 9.00 2.00 33.97 31.06 25.96 
21.59 24.21 37.34 38.08 11.18 5.00 0.00 22.36 37.34 31.62 30.00 46.10 11.18 7.07 22.36 26.93 18.03 0.00 11.18 39.05 43.01 26.93 40.31 51.48 45.28 26.93 15.00 23.26 44.55 23.32 31.95 26.63 51.09 50.09 49.74 39.36 30.00 18.03 47.17 26.91 22.56 23.35 18.25 28.46 21.26 19.70 21.63 26.93 26.08 46.62 33.62 28.86 21.40 37.01 43.01 33.73 21.63 24.08 4.12 6.71 8.94 7.21 28.86 39.32 63.03 55.23 63.70 43.83 19.24 24.04 45.22 46.62 27.78 29.07 33.62 34.67 35.11 43.01 43.05 40.25 35.69 24.52 18.03 11.40 4.12 17.89 14.42 13.42 22.80 12.08 37.34 11.18 8.25 8.49 5.83 6.32 5.83 9.06 9.00 4.47 20.81 36.40 37.22 34.00 20.40 1.00 17.26 34.79 45.25 31.14 23.77 15.56 15.13 9.43 20.00 34.93 13.04 7.62 7.62 40.72 50.48 25.06 27.29 29.55 25.55 10.63 39.29 29.21 53.04 42.05 17.26 42.95 30.53 45.62 42.11 54.20 40.80 26.25 39.32 21.21 26.00 13.04 25.00 35.44 24.21 23.32 10.30 5.39 37.54 36.06 21.19 
34.44 25.02 55.80 45.28 30.41 25.00 22.36 0.00 45.54 22.36 14.14 42.72 25.00 25.50 44.72 45.00 30.41 22.36 11.18 36.40 38.08 46.10 60.21 71.06 57.01 46.10 32.02 32.57 55.54 31.05 23.26 25.08 47.01 55.04 53.24 17.00 14.14 30.41 67.27 48.41 40.61 45.22 40.16 47.01 36.22 14.42 2.83 6.71 4.47 41.15 39.12 18.79 27.89 50.70 57.01 50.77 43.91 46.04 26.40 26.93 16.12 29.53 18.79 19.65 58.59 47.43 61.47 64.35 29.15 27.17 47.38 41.15 48.08 48.84 53.76 55.15 43.74 51.48 47.04 46.04 46.84 6.40 5.00 13.04 19.92 28.64 36.72 35.78 16.12 25.81 17.72 33.24 29.12 30.53 27.46 28.64 27.46 30.36 30.68 25.30 41.87 39.05 42.01 17.20 38.42 22.83 7.62 24.70 43.68 44.38 43.19 22.85 18.68 25.08 27.20 54.04 19.24 27.89 17.26 59.82 52.61 32.98 9.22 7.28 3.61 20.81 26.91 33.06 50.92 48.04 35.47 33.84 36.22 64.82 54.71 54.57 29.07 44.82 51.24 35.36 44.00 34.79 40.31 24.41 45.45 45.65 18.60 23.43 38.33 50.99 16.40 
16.12 20.88 26.00 2.00 46.14 32.70 37.34 45.54 0.00 30.23 38.91 22.56 26.25 43.86 41.40 58.90 55.04 37.34 40.11 19.72 24.17 25.08 33.00 39.29 12.81 25.08 23.85 14.32 10.82 15.03 29.41 21.93 26.08 13.45 14.42 57.38 38.91 55.04 38.33 34.44 22.20 47.51 44.55 59.46 56.94 53.24 47.27 43.97 49.82 26.25 7.21 31.76 18.00 12.17 16.12 20.10 38.60 36.36 38.01 42.49 43.93 36.36 31.76 47.71 34.71 34.53 32.31 38.01 18.44 18.44 13.15 26.25 29.15 27.51 30.59 32.56 2.24 6.00 9.22 5.10 6.00 41.48 41.19 44.41 40.80 55.15 36.80 38.29 30.36 25.30 46.65 40.80 42.54 34.67 34.00 38.08 34.00 42.19 41.34 40.72 30.81 10.82 6.71 40.82 22.67 36.40 38.21 31.24 19.24 10.77 25.55 24.08 51.20 46.62 19.03 27.17 28.07 42.94 43.17 30.07 16.55 13.04 41.44 49.04 48.84 28.44 35.36 13.00 24.19 5.83 24.08 31.06 9.49 33.54 12.21 21.54 34.71 23.26 8.94 57.31 58.26 42.80 59.91 32.65 32.25 40.22 30.27 31.95 13.89 15.03 55.33 
27.31 12.08 49.74 29.15 42.72 30.41 31.62 22.36 30.23 0.00 10.00 20.62 25.00 38.08 50.00 58.52 47.17 31.62 25.00 15.00 15.81 42.72 55.90 65.19 43.01 42.72 30.41 22.83 41.05 20.59 1.00 9.43 24.70 35.90 33.38 28.44 10.00 47.17 62.65 49.03 37.00 53.34 48.51 60.08 51.88 35.61 25.06 17.46 25.30 18.79 23.02 3.61 18.38 39.62 45.28 43.57 48.04 48.37 35.17 38.28 31.62 36.50 3.61 17.49 36.24 25.50 39.22 60.84 22.14 14.76 27.29 18.79 46.17 45.88 50.70 52.55 29.21 35.36 28.16 28.64 33.97 16.16 20.62 29.83 32.20 46.04 42.05 42.19 8.94 25.02 16.55 41.77 39.85 36.22 33.38 36.88 33.38 40.52 40.26 36.06 42.58 20.62 24.60 10.77 35.44 31.32 18.38 3.16 22.09 34.21 40.80 19.03 37.54 39.36 18.97 49.19 19.24 39.22 31.91 54.20 32.06 21.63 14.32 22.20 24.35 22.20 8.00 17.69 28.86 30.46 33.73 12.04 21.26 58.83 41.87 33.14 9.22 40.85 38.29 51.48 57.58 43.93 55.90 4.00 45.89 50.04 21.59 28.44 18.68 41.23 37.80 
